product_id,0,1,2
23288,8.785081,-1.7460662,-2.3000288
44533,0.91369385,-8.445073,-6.248906
18362,4.5485215,-5.5508857,-5.349246
27366,8.266709,0.5645532,3.2650967
432,12.413494,-2.6270463,-0.7001041
3990,-1.0364063,-7.069716,-5.820328
14183,10.9155,-9.339423,1.0935408
24852,3.245623,-5.0733037,2.9438858
4796,3.4508717,-8.461716,-3.4586358
31717,14.661369,-5.2376647,2.2595892
47766,13.857115,-7.9696016,-0.5016832
4605,12.48363,-3.7051466,-1.8168327
1529,10.457002,3.5623367,2.1877286
21137,15.1427555,-0.9686127,0.7874552
22122,-5.831187,-4.728662,-0.89275634
34134,2.5213747,-8.093485,-8.899269
27156,16.434074,-4.9349275,0.9502446
49235,-1.6392869,-5.5792384,-1.8503578
26842,8.632701,-0.13913336,-6.4202127
3464,-10.849998,1.3286111,0.30453932
25720,5.9585676,-6.210269,-5.802626
30162,-1.2991272,-1.5292872,-4.426606
27085,12.194614,-8.005055,1.5629073
5994,1.8953104,-8.242289,-1.1795063
1313,2.4675426,-5.559304,-0.4514923
30597,8.43615,-1.8794926,-3.974681
15221,6.521855,-8.362789,3.3571198
43772,4.94012,-0.6813449,-3.599302
37886,8.377253,-5.0247917,2.53854
37215,3.7164145,-0.11298286,3.887888
34335,14.190318,-5.098167,-1.6192232
3164,10.916445,0.60011774,-3.5690062
26910,6.0286636,12.177333,-4.7364354
38888,11.898854,1.280532,-3.9937024
38050,9.265003,-2.8335328,-2.020544
25213,13.501415,-2.800299,0.19047998
11175,16.064213,-3.3395753,3.3967385
23390,2.4214835,-4.4136586,1.4415104
29471,-3.0276864,-1.65874,0.26203564
43511,13.213188,-1.6007307,-1.5795255
17330,4.311702,-2.288881,-4.5627255
27407,11.625797,-3.7216616,-5.1990113
35419,14.812364,-2.2042701,-0.1927953
196,5.832592,-1.8126134,2.6804895
44635,0.69684327,-8.486137,-5.208625
26878,-1.819895,-3.9616199,-0.3216487
25783,8.324498,-4.0783987,-3.2744498
41290,8.010324,-7.322843,-3.5327764
33198,1.0771991,-13.514106,-3.8151605
23020,5.3742867,0.54700565,1.4992459
36086,10.833222,-1.2457529,2.781811
3800,13.522624,-7.1427116,-1.8848298
25952,13.964874,0.23034728,0.08979296
20392,8.465798,9.632394,-2.4853473
27845,13.677254,-2.4626122,-5.4701147
162,9.097286,-1.1008207,-5.4116054
2452,-1.2909305,-8.473692,-7.331895
8575,2.149151,-3.1997375,3.4557223
41890,8.477119,-1.5682316,-5.499773
39475,4.15005,-1.7620836,0.5198712
10096,7.4167533,-5.9336686,0.7170924
23032,11.308076,-0.8286651,-2.1893446
20995,5.5999975,-0.13933049,-1.0467032
45066,10.6726465,-5.2107286,0.49153683
19660,3.556714,1.0961894,1.2953916
21195,6.3299384,-0.87880015,1.294004
7461,7.605635,-2.8143523,-3.8424242
2996,3.103338,-3.806676,-2.6683662
32463,2.8059661,1.0435654,-3.002642
9755,5.565261,-9.071425,-2.3060677
25466,7.212335,11.96506,-5.2938876
45437,6.397059,-3.5171752,-1.186988
8021,0.64231414,-0.0039292406,0.91777986
34969,7.4516892,0.76021963,5.3641605
1000,8.108951,-3.5747406,-5.929203
5212,1.5758619,-8.33695,-8.192364
36011,12.337275,-4.7432284,4.7139482
44632,5.263469,-4.2234173,-1.89208
46969,-0.025074333,-3.6560142,-0.72579
38985,8.4442005,-1.5812453,-2.952123
26648,10.051811,-2.3211033,-1.950019
48745,9.4071665,-4.9762235,-1.5396345
7948,11.78989,-0.50451815,-3.065024
4802,7.734836,-4.8510594,-2.1941426
28934,3.3583536,-3.1035383,-3.6719947
2116,-0.49326327,-6.032978,-0.5331124
45495,7.3363714,7.837262,0.45895523
32018,-1.2785794,-5.862178,-0.10037235
27644,4.860093,-1.9276577,4.535882
4656,3.6603956,1.9070061,-5.6841497
9848,3.1535344,-5.9766183,-5.8741374
17568,12.421902,-6.8064547,-0.6689006
23339,9.057988,-3.958542,-4.4858294
7308,-0.07059008,-2.8873107,-1.3589222
35547,-1.8666027,-9.313167,-3.933183
33279,8.663341,-1.6563001,-1.2261543
46979,11.301176,-1.5986936,2.1445603
1057,4.2219057,-3.068447,-1.7942414
42265,10.0521755,-0.6785122,-4.4382415
41540,12.337136,-0.630398,-0.20005068
35430,12.09138,-2.1105032,-1.1626602
47485,6.704729,-0.17277709,-5.9686584
7419,5.06239,-0.72481626,3.686218
5112,11.927873,-2.8343985,0.61936975
33452,4.496248,-0.5950783,-2.2669458
42633,3.8525288,1.3486123,1.887452
27605,1.3397822,-1.2920114,-7.8837256
5009,7.721718,2.6097467,2.1404512
33106,7.2016373,-3.2711134,3.6384473
4149,12.29092,0.6400183,-5.5854607
31478,12.383413,-3.8923051,-0.29413727
25718,-3.8246572,-1.3019675,-0.3340208
22754,13.781985,-3.633012,-0.92903996
28993,1.8157992,-2.179618,1.9930723
41273,4.8307614,-5.2695723,-5.761416
23341,7.639057,-3.188926,-0.5511822
46941,12.363508,-3.7065942,-2.8809562
39993,8.225026,7.048494,-2.5307567
19068,6.6814675,-6.896067,-0.7761382
21410,5.7710414,-0.99118626,-4.963726
17341,8.255626,-2.4600632,-5.0495152
40593,6.4247,-1.5116273,0.9152962
31268,6.8244214,-2.751571,2.7022696
25931,9.548091,3.8530543,-6.3706746
35163,-0.49101266,-1.3469944,0.76732606
29662,-0.4188849,-1.6159748,-1.958482
26283,8.87995,-3.1358404,-8.004052
12036,3.8627024,-4.364889,-9.415885
13497,5.9480004,-7.6995735,2.9208887
44953,12.735402,-3.1237557,1.7224066
7969,8.028589,0.9230235,-8.262011
8518,-1.1332974,-11.34572,1.0144771
18689,12.645309,-0.6023749,-2.1144414
44299,6.196378,-5.8285766,-2.8339772
8381,5.922795,-0.82661986,3.0922868
32205,5.902962,1.3661783,-4.894873
40078,1.9087596,-3.5939157,-1.7517503
9065,6.486563,-4.854994,4.3399053
46175,11.667399,6.898758,-3.0426197
31487,12.136731,1.2624894,-0.2080938
37510,14.551663,-4.530675,1.455823
14576,3.3152559,-7.3171115,-3.2528675
22105,8.247497,-6.7831025,1.3843793
1934,9.28049,-4.893731,-1.4285011
6383,-9.118954,0.726842,3.3130922
39046,3.3593354,1.3858582,1.8384702
48171,5.9852824,-1.4954401,2.753238
33506,1.3855094,7.504295,-2.0882936
30320,12.736154,-2.926166,3.5802052
15925,6.5176783,-5.195837,3.0805035
37449,4.183014,-3.2132099,2.243712
48299,9.250687,-5.9054193,2.902357
35951,6.7947955,-4.587337,-1.0582682
46206,8.291796,-4.258278,-0.7855956
25890,5.2758894,-10.003532,-3.3283718
40545,9.023834,-4.2717104,-4.0848885
30442,6.8580503,-2.3854718,1.9100686
13646,11.251891,-4.0943193,-2.8786309
21019,10.921425,-15.356746,1.0628773
38226,2.815317,-9.938127,-7.8383064
18479,4.129684,-1.5100068,4.3133016
42701,4.1118865,3.0815272,4.3271966
21938,-2.6172574,2.4316573,-1.6997063
5373,8.531817,-4.9256864,-6.774759
28849,1.8836422,-2.0348778,1.5325146
41588,-4.2910156,-4.726373,-5.84359
3382,9.816376,-3.745522,-0.15870644
19478,1.1779425,-4.032377,-0.73536295
49383,14.373024,-5.3243246,7.16336
40604,10.8524065,-14.700881,0.7971414
8654,7.5830464,3.1683302,4.646846
2447,9.659459,-4.4972243,3.2548864
24489,11.396519,-2.7601495,3.732113
26128,3.6346726,-1.3494272,0.15755433
15527,0.3329898,-12.802337,-4.193286
41950,13.699032,-0.26877454,2.2418747
20638,9.390934,-4.158924,0.9259587
27451,1.6825106,-14.317638,2.627759
10243,-0.12496221,-6.1414886,-6.329209
35108,7.3671303,-2.2247014,2.8894718
22825,4.850295,-2.896297,-2.9275799
25256,11.985616,-6.6539726,5.810292
47626,1.6949595,1.7439957,-0.848
37220,9.950004,-1.7478348,-6.171375
12980,4.007131,-3.0891154,4.095747
27548,1.9753792,-5.1498637,-1.9501488
45504,11.323184,-1.5607381,2.0343888
18531,3.8590806,-6.666331,-2.2554452
24024,1.0310347,-4.454338,0.37154713
38544,7.402699,-4.9058223,-0.5788113
37288,6.546435,-1.9616901,-4.4572253
31915,8.82099,-7.011181,-0.12048592
43352,-0.9658093,-5.953215,-5.0001516
21386,2.2048783,-1.9965347,1.1160375
8571,10.832121,2.3307936,-1.0756809
33768,5.0438066,1.2690616,3.8537457
48559,10.990896,-1.5402126,-1.8897095
1158,9.002687,-2.3575933,0.54354787
42944,10.85998,-1.6541903,0.9413285
48946,3.3898375,-3.5663414,-0.5013612
22935,9.1296835,-4.704409,-4.120402
4920,9.62919,-0.952288,-6.306072
25647,-8.169014,-1.4768534,-0.90467316
49156,7.156183,-3.1072674,-1.5959959
29926,8.804341,-2.8683226,0.6066332
47900,1.9587458,0.13153973,4.058375
9436,8.234499,-1.9801577,-1.5431387
12384,8.85293,-3.8285277,1.2902756
15991,4.095506,2.7767744,2.9118326
35887,11.132531,-7.2072897,1.1825185
49683,4.172369,-6.0175676,-0.8548649
28199,8.762811,-0.38192183,-3.5499938
5699,6.344242,2.2548442,0.8003646
32740,11.539425,-4.3071995,-2.4936337
8592,2.8448665,-3.079628,-2.0792584
1446,8.012616,-3.3605702,1.5545058
46313,11.932162,-3.7051845,-1.7520227
19970,9.843906,-3.7537231,1.9162672
49390,0.54608166,-7.971513,5.91662
32981,7.875196,-2.3738048,-6.7735167
40063,5.2093825,0.48116067,-2.390215
28413,-2.4237754,0.08607717,-1.8161162
24532,6.9279428,-3.7305052,0.04736293
14715,10.523361,-7.503545,0.31572855
16974,6.276536,-1.5224478,-0.9340255
37980,8.0935335,-3.345994,3.9358308
35561,12.192685,-2.9221942,1.6865637
33059,1.4489281,-7.4412656,3.169854
43721,4.872221,-4.417752,-2.7069879
48679,2.156544,2.0613682,3.7040777
28204,4.76776,-8.687651,1.7653544
8385,1.8271508,-7.700138,1.3726536
10070,3.560565,-5.252594,-3.733492
42450,-0.51638365,-4.9538255,5.1906443
34866,2.7092347,-6.097134,-5.6542788
27344,6.97087,5.5432944,-0.058981024
27355,3.418385,-3.4467313,-2.5813706
19887,3.3906693,4.1805253,-3.683756
33000,6.2532682,-2.19438,0.46159032
20915,2.7493856,1.3391639,0.39319426
21949,-3.5765696,-4.1681147,-1.2257987
8817,-3.3302412,-7.4086275,-4.451617
37867,11.390788,-2.7494888,5.3077044
12850,5.748456,-0.53453094,-0.0032391571
21553,1.2592434,1.6512603,-0.61692446
34005,5.607316,-4.7355514,-3.785585
31509,10.273186,7.269566,-5.007447
27979,7.1595044,14.117538,-5.052152
20955,11.824171,2.4627297,2.2989974
383,5.326709,-3.9047096,2.7348604
44384,3.1500497,-14.8971815,3.2337668
28012,-0.5708932,-7.6441264,-9.58718
27356,9.198966,-4.1290655,-2.0940456
13966,8.72005,-2.9464703,-0.015764637
2240,2.6835618,-14.88774,5.459839
16349,-2.3974962,-2.0019834,-2.0758233
36884,0.19362105,-2.1439266,-1.0311289
48183,4.6259065,-5.6239696,-4.5300536
26172,5.463588,-3.340267,6.7108626
4778,5.8912525,2.2501175,-4.5039706
34519,1.6765057,-9.289693,-4.2278786
11983,12.308218,-2.9040341,3.6111796
18346,2.5188613,-5.385315,-5.021284
21067,-1.8403207,-4.573738,-0.64035374
41602,-0.026184622,2.1979227,4.8072944
27656,6.251558,2.0291088,2.229361
17417,6.4457893,-5.411276,-0.76424515
22282,6.3352146,-1.1407919,1.747371
47827,10.452923,1.0320914,2.1405683
32917,2.3829029,-4.889555,-4.362541
5077,-4.568992,-7.2273173,-3.526466
4447,5.1764126,-2.3192892,-4.162705
3703,2.0432925,-7.693992,5.856602
34233,6.5203695,0.81591177,0.93486
28921,8.7345295,2.842958,1.2177148
15364,10.970498,-4.801206,-1.1047239
16797,12.574702,0.009627874,-0.9773109
39275,6.26536,-2.0018978,0.5469295
46041,11.366209,1.3688117,2.087098
29223,-2.482612,-0.37033233,0.11153978
14129,5.726007,7.2578173,0.9863048
22298,1.6961755,-4.8244615,-4.5199738
17600,5.857294,7.0938926,-0.6452734
6141,-9.676175,-7.1073775,-2.5984445
42169,9.543266,-0.7497802,-5.358669
12144,-10.346648,-4.9930196,-3.4969556
11403,5.0006533,-2.6658447,7.0244846
36929,-1.9975533,-5.450722,-0.38530818
3513,2.1238394,2.790781,-0.093315
39276,12.571258,-5.750707,1.7512338
20307,3.4225967,-3.5038612,-5.298775
19677,11.579697,-1.8530502,-0.048176102
397,12.036654,-0.51283866,0.34702033
34993,10.237029,-4.7273755,-2.9726336
17183,-5.747234,-2.9760797,0.24506372
37788,-0.8281606,-0.5486956,0.73865056
1025,6.977215,1.9489481,-1.5134088
4799,-7.095897,-3.772794,2.0373595
276,8.000903,-13.738527,-0.6851975
30274,-2.153622,-8.336385,-6.3553677
3594,8.85222,-6.817859,6.586643
14994,6.9217434,-4.3779163,5.8828254
45433,5.5438023,-8.172955,2.1046658
44514,-0.7333104,2.6623654,4.3874116
32624,2.5877469,-5.6782846,4.245543
604,10.374018,-1.6813889,-3.6724691
4493,5.8630767,-4.568406,4.5292015
18963,0.14571555,-1.3002715,-3.3443675
39408,8.041121,-1.3072494,1.705271
4485,2.7549698,0.024465492,-0.65938
37646,2.7876873,6.4997463,-0.85513824
36606,8.034961,1.4089562,3.7871573
32442,5.826047,-1.0534395,4.282964
14467,5.9720316,-4.1940675,2.8549097
40706,11.216728,-2.7266078,2.8012073
5876,9.007606,-2.7340362,-2.4675496
38827,3.955843,0.2695374,0.78909886
38647,4.1287527,-5.175918,-6.089012
34448,6.557314,-0.97655135,-6.539808
46194,5.9666862,7.6771336,0.9517966
10833,6.019773,-3.9072754,4.1705494
34004,10.023821,-0.4359132,1.3655164
11121,7.9485373,0.42947367,-5.5035124
32971,-6.0432653,2.7610767,0.84034675
42736,4.9153347,-0.85207194,1.1745906
8671,6.534771,-2.3013124,-4.850164
17872,8.979228,-0.23069897,1.2502813
8251,9.87841,1.0518656,3.3522253
24385,8.976212,-1.2638283,-2.6934376
30391,7.186862,-5.521457,3.66293
32734,-1.9422084,-4.871749,-0.9168278
11520,1.8250512,1.6875087,-4.135561
18234,10.546101,-1.4547983,3.4255757
32177,7.508153,0.03448103,-1.4204692
40709,-5.452435,0.68067765,-3.2775388
45123,-6.1684275,-2.053955,0.28134316
26940,4.6543765,0.5655873,2.4149761
6740,1.801989,1.5869414,0.63428646
38315,12.049501,-1.2521958,-2.2567885
25800,12.552788,1.5860802,0.4153265
7021,0.3307591,-4.835656,-7.8261104
24964,4.969114,-0.8246972,5.354843
9076,4.045623,-6.892694,-4.119473
1376,10.203848,-3.2733424,-2.4292152
21910,0.98922855,-9.843893,2.9575832
47231,9.84943,-3.258587,5.5786114
43122,4.4965916,-2.619619,2.6608095
19057,10.475599,-4.799589,1.9867173
48857,-6.2104278,-1.1923453,-0.49905667
23375,7.433437,4.164122,4.334613
2825,1.9444252,0.878542,3.8916175
26604,6.100602,-8.542407,-1.5725791
32549,4.9603114,-2.5075321,0.41874143
46077,6.683325,-5.7860065,-0.4947173
12902,11.483611,6.559119,1.2526525
9934,7.66528,-1.3950349,4.7167735
22395,4.605473,-0.16485505,-0.18777554
37110,1.62132,1.4822326,1.7076211
17123,-8.454675,1.7281734,2.0205514
38777,9.682244,-2.3817394,-3.1173446
2298,2.2466505,-1.5407041,0.13047622
48628,3.403649,-7.823361,4.8489523
781,1.3599687,-2.8288755,0.7937288
13249,8.025679,-1.5427665,-7.1888313
890,12.220514,-2.0248733,8.174094
22963,3.3833723,-2.11217,-4.9304113
44910,8.830364,-3.2812936,3.4679897
22507,-2.1697419,-7.4236574,-1.7974427
29127,-9.283814,1.7276137,3.1712368
15541,11.468239,-2.4282658,0.2559535
13042,11.146508,-1.6326034,-2.4819386
20940,0.10305173,-2.288419,-3.1634164
10473,11.588661,0.5377065,-0.27801034
17207,11.80324,-4.2086115,2.3995094
38928,-9.199101,-0.43882334,-6.9191394
10017,9.629584,-4.5850015,-1.0364083
43394,5.677956,-2.093563,6.482269
37766,0.44992232,-4.7919416,-6.028172
26209,1.5513464,8.183613,-2.3900535
20114,6.5469093,-1.3899376,-4.1885734
25886,7.2152247,-2.6689816,-2.7427385
41674,7.843892,-2.5977635,-4.4698997
24203,-4.3610883,-3.79524,-2.8633685
34854,8.58842,-3.122196,2.0445333
34640,12.302835,-0.89244276,-1.9622972
6046,4.8043804,1.7992713,-0.7612356
287,10.638145,-0.28843823,-1.6136543
12508,6.383387,9.695611,-7.718105
13733,2.13711,-3.546939,-4.209415
17889,7.595609,-4.6571913,3.8148918
9292,-1.0136975,-8.153512,-5.546628
15424,10.07539,-2.4031632,0.70626855
18988,9.545537,0.21356143,-3.6997302
38959,7.068731,-6.1987944,4.180576
19155,-0.8327044,-7.2617207,-5.279399
1940,-3.3390915,-2.7634313,2.907071
25170,1.0723555,-5.7435284,3.8457167
3397,7.756895,-2.1909509,3.3290384
21955,0.9960491,-4.053205,-8.234503
38689,9.257081,-2.1779182,1.21365
45368,0.6339079,-2.250087,2.0378325
7658,4.896597,-1.3615352,-7.3809185
37102,-0.2050522,-13.832263,1.2731866
11422,7.1323667,-3.45869,-5.087359
27514,7.089399,-5.5376234,-5.466953
46654,7.0778193,-4.0297856,-4.1932626
47993,10.892123,3.6217926,-3.2653
5438,10.193797,-7.6544747,1.4386045
46226,6.394785,-5.523118,-2.3303049
25670,-0.19562195,-10.890087,-3.0803928
43739,4.769503,-4.7256083,-7.0840664
17924,3.0814428,3.2265663,1.4562186
31805,9.447524,-0.25176764,3.3030183
9387,9.5047455,-4.2411547,-3.7583137
7768,-11.007475,-1.6672846,-11.781729
1629,6.7251496,-7.040503,-2.638379
21288,0.19949815,-1.3037709,-1.4540513
43875,9.175064,2.8524165,1.772321
47049,9.722502,-4.0631795,-1.528401
8186,10.410171,-12.250303,4.9208
42345,3.1325576,3.1158352,-0.1966648
28682,3.9203258,-4.1267843,-3.9800403
36342,2.69612,-0.9923649,1.3446245
12341,-6.6886735,-1.1095723,4.5585265
11140,4.006236,1.5430589,4.5825453
23060,3.7539935,-2.788494,-1.41242
11067,11.4203,-1.8451778,2.7459574
11481,7.5192423,11.037277,-6.3845544
44008,10.32292,-3.2896214,0.28555593
35824,3.0795648,-0.13302219,2.2484055
12023,9.006749,-4.608762,1.1772358
41544,7.5809126,-0.7079584,0.7312501
31553,10.5559225,-3.5452962,-0.32487106
39389,2.9764416,-1.4281254,2.4115474
39108,2.7567916,-6.0703387,5.1422625
4472,1.7682699,-4.953632,-6.108373
43950,2.5639083,-1.3440593,-3.7869017
29228,0.70533025,-1.9256829,1.17009
42548,9.841164,8.611897,-3.5758111
20588,10.366928,-7.1546655,0.7262029
47479,-0.53113604,2.845586,2.2167509
38515,2.0465283,-1.5072231,-1.9182197
5514,8.642444,-2.4297945,-0.48853314
24125,0.74160194,-0.25902423,4.176725
11759,3.9299865,-5.006817,-0.085145
11136,7.2992544,-2.017096,-0.5607168
27247,0.03585905,-10.076332,-6.601626
17902,10.206788,-0.70548445,-4.150258
45681,8.570996,-2.4216688,1.3007488
7715,4.6835003,0.36896157,2.0229568
15392,7.671284,-2.70937,-2.4131339
12456,10.528485,-2.5035167,-4.5921373
14540,8.883354,-11.173697,-1.5953708
26369,1.7873169,0.31005532,3.7577834
25138,-1.8169916,-4.1403685,1.5077164
2361,10.874638,2.3590462,1.0390873
10915,5.4535837,-3.3020854,-2.748142
21616,5.2429085,2.7536128,4.4373937
24889,1.7475916,-7.3296447,0.5469702
5959,5.0098734,0.9109457,5.5382414
43889,8.585609,-8.667039,1.9764593
45646,8.761153,-1.5247605,-5.7737827
44077,6.655691,-5.3714595,-0.764941
46383,10.148036,-0.887992,-3.151856
25195,-4.2565584,-8.624043,7.953107
31974,5.6265206,-0.7307449,-2.1153605
14159,7.3201776,1.7582104,-0.02645941
33357,8.320103,-7.965882,1.1944748
38996,8.3743,-5.631729,2.48908
39844,-2.7472858,0.68531483,-4.7711
49510,1.310601,-3.6912591,5.1154156
36481,3.1782908,2.1770387,1.856231
5120,-0.63882154,0.87634903,2.0662985
43154,3.4987884,-4.799242,-6.417661
24184,-7.290082,-4.362362,0.95575756
2295,-7.809577,1.5473107,3.0389073
8277,4.777492,1.8768562,2.468725
15290,1.5001398,0.6866309,0.878693
2979,-1.5209901,-12.743994,2.3075476
23233,2.7377691,-3.2231658,-5.9628754
48057,7.282881,5.492972,5.0431542
31040,6.5846148,-2.5603344,2.620406
38944,7.9415493,-2.3060308,2.3274922
39619,0.23484337,-5.493075,-6.810616
38273,10.083241,-2.6537516,-1.0922896
36550,3.7021918,-4.5055237,-1.75075
18079,-6.726393,-1.5581867,3.3210387
32403,3.961999,10.910301,-3.6828327
12899,8.326994,-0.3517901,-3.3358529
21573,4.1662664,-1.293259,3.12039
32455,3.6069062,-4.9924912,-8.6290045
4210,9.630405,-6.2759547,6.1509247
4377,0.6384247,-14.256036,2.7452557
39461,5.4437385,-4.372436,0.8802693
13627,6.831845,-3.367579,0.0980355
13110,0.5320018,4.054945,-0.9056376
12397,-3.4489677,1.0308554,1.0057722
4840,1.8978262,-1.8255017,2.4044716
11256,10.081497,-1.4393345,-4.0517235
10761,7.349836,10.629068,-2.815776
42118,10.978731,-4.5364833,3.2720525
23734,3.9925125,0.47954127,-0.9854927
43014,-2.1154826,-8.809346,-1.6460172
15040,8.590522,-3.5539346,-3.7733254
22867,-6.1344976,-7.4453015,1.979188
10385,3.0407033,-10.402904,1.3214324
39928,1.9513413,-4.6583815,-5.3984017
46394,8.49242,2.710367,2.034523
44683,-0.25012782,3.4575682,2.3573127
35417,9.348335,10.623265,1.2073128
14117,8.554587,-11.450299,2.7265623
3376,4.0203767,-3.3470635,-1.1329299
20520,7.8311124,-0.40204772,-3.9982226
4421,9.784572,-1.9591681,-3.2089508
39469,5.773364,-2.951103,6.225581
1087,3.9812284,0.28258052,-4.283659
35503,7.9145737,0.47832575,-1.522093
4945,-0.35019323,-0.09302333,0.8577704
40587,2.384329,-0.07702147,-1.7249233
11574,2.3072712,0.09537755,5.6926527
37935,7.6541805,-8.7347555,2.7347226
39561,-0.8253216,-12.279301,-0.7554607
2124,9.412995,-4.0313916,-0.13175523
13292,2.9835625,-1.5898573,2.078123
10060,7.610681,-1.0457277,2.0733776
1463,3.1820316,-6.7430205,0.4016744
11193,2.3272173,-2.871668,-3.9547184
34423,2.2395318,-7.1072617,-3.5904262
28842,6.2281528,1.5497321,0.9024427
13984,8.5157795,-0.3899211,4.954656
42300,10.917735,-2.1807966,2.949413
17594,11.465014,1.0730978,-2.2871203
34065,1.4925436,-7.3106666,0.13861218
18306,5.878838,0.46096978,-0.9541604
19691,10.418333,-2.1176317,1.5745441
32259,-0.3257167,-9.309265,-3.310525
20217,2.1928756,-5.6362824,1.2075577
21349,11.268509,5.8204536,-1.4656019
33776,5.298288,1.4119589,3.7903504
41611,6.2936454,1.5473328,-1.5201612
34063,1.811385,-1.6919105,-5.3044357
42240,3.9439054,-1.2733883,1.3757997
37634,8.100766,-4.967489,-1.3084774
36004,12.301164,-1.3502645,1.4441162
45253,11.460644,0.8396678,1.404822
47123,9.131241,-1.4245442,0.91538465
32566,0.5715598,-2.135158,1.6352699
23115,2.081477,-13.203274,-5.138955
22950,-4.8969407,3.8043566,-4.4994507
17706,3.949057,-10.120812,1.8324898
39947,10.046969,7.0115886,-1.6820202
31748,10.908262,-3.5067534,4.216641
44119,3.836877,-0.9871977,-1.3662927
38770,-0.036211036,-4.1400547,-1.9901527
49279,6.2356954,-2.309006,1.1115836
2707,4.4325566,-0.33102447,-2.0168207
45312,3.7714427,-2.6875162,2.6921709
40338,7.067504,0.55248517,-0.65891266
46881,7.889419,-4.0631533,3.024597
6128,6.616632,-3.2664475,5.860244
13637,8.748466,-2.6616783,-5.138999
4105,5.136082,-3.8730757,-4.314045
46052,-2.1066518,-1.8447069,0.535414
8538,4.8743896,-7.0104775,2.5678172
19511,5.563092,2.6621504,7.7101965
35628,-3.922602,-5.452842,-4.041392
18523,2.7012916,-7.6627674,-7.078615
2067,-7.079988,-3.76623,-0.55816466
43961,-0.7070144,-2.638416,-7.8415084
7485,-1.7676076,1.0588984,-4.10784
9366,7.068723,-2.4119775,-4.9643517
49131,8.460537,-0.7509935,3.974609
27690,5.5298796,-7.391763,2.0756204
26252,9.641575,-3.8492281,5.0211716
15649,4.5934052,-2.8670664,0.09359459
38400,5.159721,-1.9670986,4.0234647
20600,4.7333813,-1.3483948,7.097108
33043,5.1982837,-6.527126,4.208295
44449,6.6162095,-1.1774027,2.4903328
12797,6.3566747,-0.13598363,-0.46409115
5825,4.964197,-3.229262,3.9808896
44303,0.51321286,-4.3983965,1.8623427
48784,8.666167,-1.1651287,-4.641925
23293,2.2868114,-7.4270587,1.1375425
42813,6.2598515,-7.3188896,0.8243448
